timestamp,name,run_index,url,rate_rps,duration_s,threads,connections,requests,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,err_connect,err_read,err_write,err_status,err_timeout,exit_code,run_dir
20260324_221710,warp_file1m,7,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.865,3.931,4.339,4.875,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221710_warp_file1m_R50_c50_t2_d60s_run7
20260324_221812,flask_file1m,7,http://127.0.0.1:8082/file1m,50,60,2,50,2954,49.23,991.231,1003.519,1005.567,1006.591,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221812_flask_file1m_R50_c50_t2_d60s_run7
20260324_221913,nginx_file1m,7,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.643,3.447,3.775,4.191,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221913_nginx_file1m_R50_c50_t2_d60s_run7
20260324_222014,go_file1m,7,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.877,3.701,4.073,4.623,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222014_go_file1m_R50_c50_t2_d60s_run7
20260324_222116,lean_json,7,http://127.0.0.1:8080/json,2000,60,2,100,119807,1996.68,1.239,2.177,2.575,2.851,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222116_lean_json_R2000_c100_t2_d60s_run7
20260324_222217,flask_json,8,http://127.0.0.1:8082/json,2000,60,2,100,117917,1965.26,566.783,769.535,915.455,943.103,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222217_flask_json_R2000_c100_t2_d60s_run8
20260324_222318,nginx_json,8,http://127.0.0.1:8083/json,2000,60,2,100,118902,1981.64,1.415,2.947,3.715,4.295,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222318_nginx_json_R2000_c100_t2_d60s_run8
20260324_222419,go_json,8,http://127.0.0.1:8084/json,2000,60,2,100,119810,1996.76,1.089,2.097,2.431,2.661,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222419_go_json_R2000_c100_t2_d60s_run8
20260324_222521,lean_file50k,8,http://127.0.0.1:8080/file50k,300,60,2,100,17852,297.52,1.898,4.855,5.971,7.235,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222521_lean_file50k_R300_c100_t2_d60s_run8
20260324_222622,warp_file50k,8,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.304,1.984,2.289,2.521,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222622_warp_file50k_R300_c100_t2_d60s_run8
20260324_222723,flask_file50k,8,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,247.807,326.399,333.311,334.079,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222723_flask_file50k_R300_c100_t2_d60s_run8
20260324_222824,nginx_file50k,8,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.252,1.970,2.283,2.511,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222824_nginx_file50k_R300_c100_t2_d60s_run8
20260324_222926,go_file50k,8,http://127.0.0.1:8084/file50k,300,60,2,100,18002,300.02,1.338,2.013,2.341,2.665,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_222926_go_file50k_R300_c100_t2_d60s_run8
20260324_223027,lean_file1m,8,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.129,5.071,44.159,46.591,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223027_lean_file1m_R50_c50_t2_d60s_run8
20260324_223128,warp_file1m,8,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.695,3.545,4.021,4.375,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223128_warp_file1m_R50_c50_t2_d60s_run8
20260324_223230,flask_file1m,8,http://127.0.0.1:8082/file1m,50,60,2,50,2954,49.23,990.719,1003.007,1005.567,1006.079,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223230_flask_file1m_R50_c50_t2_d60s_run8
20260324_223331,nginx_file1m,8,http://127.0.0.1:8083/file1m,50,60,2,50,2977,49.61,4.523,24.415,27.599,29.647,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223331_nginx_file1m_R50_c50_t2_d60s_run8
20260324_223432,go_file1m,8,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.711,3.561,4.135,4.795,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223432_go_file1m_R50_c50_t2_d60s_run8
20260324_223534,lean_json,8,http://127.0.0.1:8080/json,2000,60,2,100,119802,1996.63,1.222,2.161,2.573,2.921,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223534_lean_json_R2000_c100_t2_d60s_run8
20260324_223635,warp_json,8,http://127.0.0.1:8081/json,2000,60,2,100,119803,1996.63,1.089,2.089,2.401,2.597,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223635_warp_json_R2000_c100_t2_d60s_run8
20260324_223736,nginx_json,9,http://127.0.0.1:8083/json,2000,60,2,100,118902,1981.60,1.405,2.609,3.479,4.315,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223736_nginx_json_R2000_c100_t2_d60s_run9
20260324_223837,go_json,9,http://127.0.0.1:8084/json,2000,60,2,100,119806,1996.64,1.120,2.153,2.423,2.659,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223837_go_json_R2000_c100_t2_d60s_run9
20260324_223939,lean_file50k,9,http://127.0.0.1:8080/file50k,300,60,2,100,17854,297.55,1.924,4.847,5.995,7.243,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_223939_lean_file50k_R300_c100_t2_d60s_run9
20260324_224040,warp_file50k,9,http://127.0.0.1:8081/file50k,300,60,2,100,17853,297.54,1.682,3.681,4.411,5.407,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224040_warp_file50k_R300_c100_t2_d60s_run9
20260324_224141,flask_file50k,9,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,247.807,326.143,333.311,334.079,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224141_flask_file50k_R300_c100_t2_d60s_run9
20260324_224243,nginx_file50k,9,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.264,1.959,2.291,2.525,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224243_nginx_file50k_R300_c100_t2_d60s_run9
20260324_224344,go_file50k,9,http://127.0.0.1:8084/file50k,300,60,2,100,17852,297.52,1.699,3.569,4.387,5.783,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224344_go_file50k_R300_c100_t2_d60s_run9
20260324_224445,lean_file1m,9,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.157,5.051,44.191,45.791,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224445_lean_file1m_R50_c50_t2_d60s_run9
20260324_224547,warp_file1m,9,http://127.0.0.1:8081/file1m,50,60,2,50,2977,49.61,6.311,30.479,33.663,36.031,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224547_warp_file1m_R50_c50_t2_d60s_run9
20260324_224648,flask_file1m,9,http://127.0.0.1:8082/file1m,50,60,2,50,2953,49.18,92.671,995.839,1001.983,1003.007,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224648_flask_file1m_R50_c50_t2_d60s_run9
20260324_224749,nginx_file1m,9,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.645,3.493,3.831,4.295,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224749_nginx_file1m_R50_c50_t2_d60s_run9
20260324_224851,go_file1m,9,http://127.0.0.1:8084/file1m,50,60,2,50,2982,49.69,6.271,29.087,31.583,32.751,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224851_go_file1m_R50_c50_t2_d60s_run9
20260324_224952,lean_json,9,http://127.0.0.1:8080/json,2000,60,2,100,119805,1996.66,1.257,2.197,2.585,2.875,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_224952_lean_json_R2000_c100_t2_d60s_run9
20260324_225053,warp_json,9,http://127.0.0.1:8081/json,2000,60,2,100,119804,1996.66,1.106,2.040,2.367,2.565,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225053_warp_json_R2000_c100_t2_d60s_run9
20260324_225154,flask_json,9,http://127.0.0.1:8082/json,2000,60,2,100,116343,1938.91,930.815,1295.359,1320.959,1335.295,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225154_flask_json_R2000_c100_t2_d60s_run9
20260324_225256,go_json,10,http://127.0.0.1:8084/json,2000,60,2,100,118902,1981.64,1.399,2.771,3.325,4.471,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225256_go_json_R2000_c100_t2_d60s_run10
20260324_225357,lean_file50k,10,http://127.0.0.1:8080/file50k,300,60,2,100,18002,300.02,1.470,2.181,2.483,2.857,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225357_lean_file50k_R300_c100_t2_d60s_run10
20260324_225458,warp_file50k,10,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.320,2.012,2.337,2.605,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225458_warp_file50k_R300_c100_t2_d60s_run10
20260324_225600,flask_file50k,10,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.37,248.063,326.143,333.311,334.335,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225600_flask_file50k_R300_c100_t2_d60s_run10
20260324_225701,nginx_file50k,10,http://127.0.0.1:8083/file50k,300,60,2,100,17852,297.52,1.638,3.443,4.029,5.139,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225701_nginx_file50k_R300_c100_t2_d60s_run10
20260324_225802,go_file50k,10,http://127.0.0.1:8084/file50k,300,60,2,100,18002,300.02,1.325,2.006,2.357,2.639,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225802_go_file50k_R300_c100_t2_d60s_run10
20260324_225903,lean_file1m,10,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.067,4.603,43.903,45.119,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_225903_lean_file1m_R50_c50_t2_d60s_run10
20260324_230005,warp_file1m,10,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.843,3.823,4.199,4.719,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230005_warp_file1m_R50_c50_t2_d60s_run10
20260324_230106,flask_file1m,10,http://127.0.0.1:8082/file1m,50,60,2,50,2953,49.18,91.711,994.815,1001.983,1003.007,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230106_flask_file1m_R50_c50_t2_d60s_run10
20260324_230207,nginx_file1m,10,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.495,3.297,3.755,4.255,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230207_nginx_file1m_R50_c50_t2_d60s_run10
20260324_230309,go_file1m,10,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.839,3.711,4.131,4.531,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230309_go_file1m_R50_c50_t2_d60s_run10
20260324_230410,lean_json,10,http://127.0.0.1:8080/json,2000,60,2,100,119802,1996.65,1.220,2.153,2.573,2.895,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230410_lean_json_R2000_c100_t2_d60s_run10
20260324_230511,warp_json,10,http://127.0.0.1:8081/json,2000,60,2,100,119803,1996.61,1.103,2.129,2.373,2.569,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230511_warp_json_R2000_c100_t2_d60s_run10
20260324_230613,flask_json,10,http://127.0.0.1:8082/json,2000,60,2,100,118709,1978.46,510.719,678.399,707.583,717.311,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230613_flask_json_R2000_c100_t2_d60s_run10
20260324_230714,nginx_json,10,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.61,1.148,2.131,2.479,2.723,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_230714_nginx_json_R2000_c100_t2_d60s_run10
