timestamp,name,run_index,url,rate_rps,duration_s,threads,connections,requests,achieved_rps,p50_ms,p95_ms,p99_ms,p999_ms,err_connect,err_read,err_write,err_status,err_timeout,exit_code,run_dir
20260324_204512,lean_file1m,1,http://127.0.0.1:8080/file1m,50,60,2,50,2952,49.20,31.823,47.327,50.559,84.095,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_204512_lean_file1m_R50_c50_t2_d60s_run1
20260324_204614,warp_file1m,1,http://127.0.0.1:8081/file1m,50,60,2,50,2978,49.63,7.091,30.991,33.791,36.959,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_204614_warp_file1m_R50_c50_t2_d60s_run1
20260324_204715,flask_file1m,1,http://127.0.0.1:8082/file1m,50,60,2,50,2954,49.23,993.279,1004.543,1006.591,1007.615,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_204715_flask_file1m_R50_c50_t2_d60s_run1
20260324_204817,nginx_file1m,1,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.625,3.477,3.815,4.131,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_204817_nginx_file1m_R50_c50_t2_d60s_run1
20260324_204918,go_file1m,1,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.719,3.785,4.363,5.047,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_204918_go_file1m_R50_c50_t2_d60s_run1
20260324_205019,warp_json,2,http://127.0.0.1:8081/json,2000,60,2,100,119803,1996.65,1.069,2.059,2.379,2.591,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205019_warp_json_R2000_c100_t2_d60s_run2
20260324_205121,flask_json,2,http://127.0.0.1:8082/json,2000,60,2,100,112557,1875.94,1988.607,3074.047,3172.351,3192.831,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205121_flask_json_R2000_c100_t2_d60s_run2
20260324_205222,nginx_json,2,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.60,1.102,2.115,2.425,2.837,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205222_nginx_json_R2000_c100_t2_d60s_run2
20260324_205323,go_json,2,http://127.0.0.1:8084/json,2000,60,2,100,118904,1981.63,1.317,2.723,3.293,4.013,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205323_go_json_R2000_c100_t2_d60s_run2
20260324_205424,lean_file50k,2,http://127.0.0.1:8080/file50k,300,60,2,100,18002,300.02,1.464,2.177,2.491,2.939,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205424_lean_file50k_R300_c100_t2_d60s_run2
20260324_205526,warp_file50k,2,http://127.0.0.1:8081/file50k,300,60,2,100,17853,297.53,1.676,3.863,4.883,6.179,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205526_warp_file50k_R300_c100_t2_d60s_run2
20260324_205627,flask_file50k,2,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,249.599,326.143,332.799,333.823,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205627_flask_file50k_R300_c100_t2_d60s_run2
20260324_205728,nginx_file50k,2,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.232,1.928,2.253,2.531,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205728_nginx_file50k_R300_c100_t2_d60s_run2
20260324_205830,go_file50k,2,http://127.0.0.1:8084/file50k,300,60,2,100,18002,300.02,1.331,2.002,2.289,2.683,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205830_go_file50k_R300_c100_t2_d60s_run2
20260324_205931,lean_file1m,2,http://127.0.0.1:8080/file1m,50,60,2,50,2977,49.61,9.367,35.231,43.711,47.839,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_205931_lean_file1m_R50_c50_t2_d60s_run2
20260324_210032,warp_file1m,2,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.907,4.019,4.463,4.875,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210032_warp_file1m_R50_c50_t2_d60s_run2
20260324_210134,flask_file1m,2,http://127.0.0.1:8082/file1m,50,60,2,50,2953,49.17,98.687,995.327,1000.959,1002.495,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210134_flask_file1m_R50_c50_t2_d60s_run2
20260324_210235,nginx_file1m,2,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.613,3.501,3.815,4.215,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210235_nginx_file1m_R50_c50_t2_d60s_run2
20260324_210336,go_file1m,2,http://127.0.0.1:8084/file1m,50,60,2,50,2954,49.22,34.815,46.111,48.671,49.983,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210336_go_file1m_R50_c50_t2_d60s_run2
20260324_210438,lean_json,2,http://127.0.0.1:8080/json,2000,60,2,100,118902,1981.63,1.490,3.087,4.219,5.619,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210438_lean_json_R2000_c100_t2_d60s_run2
20260324_210539,flask_json,3,http://127.0.0.1:8082/json,2000,60,2,100,111706,1861.75,2410.495,3909.631,4028.415,4048.895,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210539_flask_json_R2000_c100_t2_d60s_run3
20260324_210640,nginx_json,3,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.62,1.147,2.087,2.419,2.697,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210640_nginx_json_R2000_c100_t2_d60s_run3
20260324_210742,go_json,3,http://127.0.0.1:8084/json,2000,60,2,100,119802,1996.64,1.124,2.109,2.411,2.697,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210742_go_json_R2000_c100_t2_d60s_run3
20260324_210843,lean_file50k,3,http://127.0.0.1:8080/file50k,300,60,2,100,17853,297.53,1.929,4.823,5.971,7.055,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210843_lean_file50k_R300_c100_t2_d60s_run3
20260324_210944,warp_file50k,3,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.307,2.009,2.295,2.581,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_210944_warp_file50k_R300_c100_t2_d60s_run3
20260324_211045,flask_file50k,3,http://127.0.0.1:8082/file50k,300,60,2,100,17780,296.31,236.927,347.903,350.719,352.255,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211045_flask_file50k_R300_c100_t2_d60s_run3
20260324_211147,nginx_file50k,3,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.250,1.962,2.271,2.545,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211147_nginx_file50k_R300_c100_t2_d60s_run3
20260324_211248,go_file50k,3,http://127.0.0.1:8084/file50k,300,60,2,100,17853,297.53,1.691,3.753,4.603,5.559,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211248_go_file50k_R300_c100_t2_d60s_run3
20260324_211349,lean_file1m,3,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.095,5.131,44.447,45.663,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211349_lean_file1m_R50_c50_t2_d60s_run3
20260324_211451,warp_file1m,3,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.825,3.977,4.635,5.947,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211451_warp_file1m_R50_c50_t2_d60s_run3
20260324_211552,flask_file1m,3,http://127.0.0.1:8082/file1m,50,60,2,50,2953,49.18,97.151,994.815,1000.959,1001.983,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211552_flask_file1m_R50_c50_t2_d60s_run3
20260324_211654,nginx_file1m,3,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.625,3.417,3.745,4.003,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211654_nginx_file1m_R50_c50_t2_d60s_run3
20260324_211755,go_file1m,3,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.885,3.705,4.033,4.643,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211755_go_file1m_R50_c50_t2_d60s_run3
20260324_211856,lean_json,3,http://127.0.0.1:8080/json,2000,60,2,100,118903,1981.63,1.419,2.815,3.921,5.123,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211856_lean_json_R2000_c100_t2_d60s_run3
20260324_211958,warp_json,3,http://127.0.0.1:8081/json,2000,60,2,100,118904,1981.67,1.347,2.895,3.613,4.143,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_211958_warp_json_R2000_c100_t2_d60s_run3
20260324_212059,nginx_json,4,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.64,1.096,2.097,2.445,2.693,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212059_nginx_json_R2000_c100_t2_d60s_run4
20260324_212200,go_json,4,http://127.0.0.1:8084/json,2000,60,2,100,119805,1996.65,1.123,2.141,2.441,2.683,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212200_go_json_R2000_c100_t2_d60s_run4
20260324_212301,lean_file50k,4,http://127.0.0.1:8080/file50k,300,60,2,100,18002,300.02,1.477,2.185,2.495,2.911,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212301_lean_file50k_R300_c100_t2_d60s_run4
20260324_212403,warp_file50k,4,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.316,1.999,2.301,2.555,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212403_warp_file50k_R300_c100_t2_d60s_run4
20260324_212504,flask_file50k,4,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,247.807,326.143,332.543,333.567,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212504_flask_file50k_R300_c100_t2_d60s_run4
20260324_212605,nginx_file50k,4,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.264,1.967,2.255,2.485,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212605_nginx_file50k_R300_c100_t2_d60s_run4
20260324_212707,go_file50k,4,http://127.0.0.1:8084/file50k,300,60,2,100,17859,297.63,1.671,3.553,4.463,5.311,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212707_go_file50k_R300_c100_t2_d60s_run4
20260324_212808,lean_file1m,4,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.149,5.087,44.607,45.855,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212808_lean_file1m_R50_c50_t2_d60s_run4
20260324_212909,warp_file1m,4,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.741,3.617,4.013,4.535,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_212909_warp_file1m_R50_c50_t2_d60s_run4
20260324_213011,flask_file1m,4,http://127.0.0.1:8082/file1m,50,60,2,50,2953,49.18,94.783,996.351,1002.495,1003.007,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213011_flask_file1m_R50_c50_t2_d60s_run4
20260324_213112,nginx_file1m,4,http://127.0.0.1:8083/file1m,50,60,2,50,2977,49.61,4.395,24.591,26.895,29.199,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213112_nginx_file1m_R50_c50_t2_d60s_run4
20260324_213213,go_file1m,4,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.845,3.755,4.115,5.651,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213213_go_file1m_R50_c50_t2_d60s_run4
20260324_213315,lean_json,4,http://127.0.0.1:8080/json,2000,60,2,100,119802,1996.63,1.238,2.183,2.569,2.975,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213315_lean_json_R2000_c100_t2_d60s_run4
20260324_213416,warp_json,4,http://127.0.0.1:8081/json,2000,60,2,100,119807,1996.70,1.130,2.101,2.365,2.587,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213416_warp_json_R2000_c100_t2_d60s_run4
20260324_213517,flask_json,4,http://127.0.0.1:8082/json,2000,60,2,100,117917,1965.27,728.575,958.463,987.647,997.887,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213517_flask_json_R2000_c100_t2_d60s_run4
20260324_213619,go_json,5,http://127.0.0.1:8084/json,2000,60,2,100,119804,1996.65,1.180,2.109,2.435,2.719,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213619_go_json_R2000_c100_t2_d60s_run5
20260324_213720,lean_file50k,5,http://127.0.0.1:8080/file50k,300,60,2,100,17853,297.54,1.943,4.795,5.871,6.887,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213720_lean_file50k_R300_c100_t2_d60s_run5
20260324_213821,warp_file50k,5,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.309,2.024,2.323,2.571,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213821_warp_file50k_R300_c100_t2_d60s_run5
20260324_213922,flask_file50k,5,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,248.959,326.399,333.055,334.079,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_213922_flask_file50k_R300_c100_t2_d60s_run5
20260324_214024,nginx_file50k,5,http://127.0.0.1:8083/file50k,300,60,2,100,17853,297.54,1.620,3.297,3.943,4.867,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214024_nginx_file50k_R300_c100_t2_d60s_run5
20260324_214125,go_file50k,5,http://127.0.0.1:8084/file50k,300,60,2,100,18002,300.02,1.334,1.994,2.313,2.609,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214125_go_file50k_R300_c100_t2_d60s_run5
20260324_214226,lean_file1m,5,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.131,5.083,44.127,45.759,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214226_lean_file1m_R50_c50_t2_d60s_run5
20260324_214328,warp_file1m,5,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.873,3.913,4.339,5.507,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214328_warp_file1m_R50_c50_t2_d60s_run5
20260324_214429,flask_file1m,5,http://127.0.0.1:8082/file1m,50,60,2,50,2954,49.23,991.231,1003.519,1005.055,1006.591,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214429_flask_file1m_R50_c50_t2_d60s_run5
20260324_214530,nginx_file1m,5,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.619,3.489,3.851,4.051,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214530_nginx_file1m_R50_c50_t2_d60s_run5
20260324_214632,go_file1m,5,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.703,3.581,3.983,4.467,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214632_go_file1m_R50_c50_t2_d60s_run5
20260324_214733,lean_json,5,http://127.0.0.1:8080/json,2000,60,2,100,118903,1981.65,1.379,2.529,3.265,4.579,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214733_lean_json_R2000_c100_t2_d60s_run5
20260324_214834,warp_json,5,http://127.0.0.1:8081/json,2000,60,2,100,118904,1981.67,1.420,2.983,3.729,4.319,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214834_warp_json_R2000_c100_t2_d60s_run5
20260324_214936,flask_json,5,http://127.0.0.1:8082/json,2000,60,2,100,116795,1946.40,553.983,944.639,1030.143,1065.983,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_214936_flask_json_R2000_c100_t2_d60s_run5
20260324_215037,nginx_json,5,http://127.0.0.1:8083/json,2000,60,2,100,118902,1981.64,1.417,2.527,3.479,4.455,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215037_nginx_json_R2000_c100_t2_d60s_run5
20260324_215138,lean_json,6,http://127.0.0.1:8080/json,2000,60,2,100,118902,1981.63,1.397,2.505,3.015,3.789,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215138_lean_json_R2000_c100_t2_d60s_run6
20260324_215239,warp_json,6,http://127.0.0.1:8081/json,2000,60,2,100,118904,1981.61,1.333,2.815,3.421,3.953,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215239_warp_json_R2000_c100_t2_d60s_run6
20260324_215341,flask_json,6,http://127.0.0.1:8082/json,2000,60,2,100,116930,1948.81,1027.071,1506.303,1523.711,1533.951,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215341_flask_json_R2000_c100_t2_d60s_run6
20260324_215442,nginx_json,6,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.63,1.141,2.073,2.439,2.729,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215442_nginx_json_R2000_c100_t2_d60s_run6
20260324_215543,go_json,6,http://127.0.0.1:8084/json,2000,60,2,100,118904,1981.63,1.284,2.655,3.167,3.987,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215543_go_json_R2000_c100_t2_d60s_run6
20260324_215644,lean_file50k,6,http://127.0.0.1:8080/file50k,300,60,2,100,18002,300.02,1.449,2.221,2.515,2.857,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215644_lean_file50k_R300_c100_t2_d60s_run6
20260324_215746,warp_file50k,6,http://127.0.0.1:8081/file50k,300,60,2,100,17854,297.55,1.697,3.627,4.315,5.235,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215746_warp_file50k_R300_c100_t2_d60s_run6
20260324_215847,flask_file50k,6,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,247.807,325.887,332.543,333.567,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215847_flask_file50k_R300_c100_t2_d60s_run6
20260324_215948,nginx_file50k,6,http://127.0.0.1:8083/file50k,300,60,2,100,17852,297.52,1.641,3.403,3.897,5.067,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_215948_nginx_file50k_R300_c100_t2_d60s_run6
20260324_220050,go_file50k,6,http://127.0.0.1:8084/file50k,300,60,2,100,18002,300.02,1.339,2.009,2.323,2.627,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220050_go_file50k_R300_c100_t2_d60s_run6
20260324_220151,lean_file1m,6,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.121,4.959,43.967,45.855,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220151_lean_file1m_R50_c50_t2_d60s_run6
20260324_220252,warp_file1m,6,http://127.0.0.1:8081/file1m,50,60,2,50,3002,50.03,2.839,3.859,4.267,4.851,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220252_warp_file1m_R50_c50_t2_d60s_run6
20260324_220353,flask_file1m,6,http://127.0.0.1:8082/file1m,50,60,2,50,2954,49.23,990.719,1004.031,1005.567,1007.103,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220353_flask_file1m_R50_c50_t2_d60s_run6
20260324_220455,nginx_file1m,6,http://127.0.0.1:8083/file1m,50,60,2,50,3002,50.03,2.621,3.467,3.793,4.059,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220455_nginx_file1m_R50_c50_t2_d60s_run6
20260324_220556,go_file1m,6,http://127.0.0.1:8084/file1m,50,60,2,50,3002,50.03,2.843,3.709,4.033,4.487,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220556_go_file1m_R50_c50_t2_d60s_run6
20260324_220657,warp_json,7,http://127.0.0.1:8081/json,2000,60,2,100,119804,1996.63,1.086,2.139,2.405,2.593,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220657_warp_json_R2000_c100_t2_d60s_run7
20260324_220759,flask_json,7,http://127.0.0.1:8082/json,2000,60,2,100,116974,1949.07,579.071,914.943,955.903,984.063,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220759_flask_json_R2000_c100_t2_d60s_run7
20260324_220900,nginx_json,7,http://127.0.0.1:8083/json,2000,60,2,100,119802,1996.65,1.137,2.125,2.449,2.689,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_220900_nginx_json_R2000_c100_t2_d60s_run7
20260324_221001,go_json,7,http://127.0.0.1:8084/json,2000,60,2,100,118905,1981.65,1.413,2.799,3.299,4.075,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221001_go_json_R2000_c100_t2_d60s_run7
20260324_221102,lean_file50k,7,http://127.0.0.1:8080/file50k,300,60,2,100,18002,300.02,1.467,2.173,2.473,2.879,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221102_lean_file50k_R300_c100_t2_d60s_run7
20260324_221204,warp_file50k,7,http://127.0.0.1:8081/file50k,300,60,2,100,18002,300.02,1.309,2.011,2.321,2.641,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221204_warp_file50k_R300_c100_t2_d60s_run7
20260324_221305,flask_file50k,7,http://127.0.0.1:8082/file50k,300,60,2,100,17904,298.38,247.551,326.143,332.799,333.567,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221305_flask_file50k_R300_c100_t2_d60s_run7
20260324_221406,nginx_file50k,7,http://127.0.0.1:8083/file50k,300,60,2,100,18002,300.02,1.249,1.967,2.269,2.535,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221406_nginx_file50k_R300_c100_t2_d60s_run7
20260324_221508,go_file50k,7,http://127.0.0.1:8084/file50k,300,60,2,100,17853,297.53,1.688,3.479,4.203,5.183,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221508_go_file50k_R300_c100_t2_d60s_run7
20260324_221609,lean_file1m,7,http://127.0.0.1:8080/file1m,50,60,2,50,3002,50.03,3.101,4.547,44.479,45.567,0,0,0,0,0,0,/home/henry/Documents/Year-4-Individual-Project/webserver/bench/runs/20260324_221609_lean_file1m_R50_c50_t2_d60s_run7
