endpoint,build_ns,to_lazy_ns,send_ns,total_ns
/json,2267,91503,45477,140765
/json,1310,71930,29950,104409
/json,1299,81558,34926,118896
/json,1331,71069,25962,99493
/json,1461,106648,107210,216350
/json,1168,81276,32766,116700
/json,4257,176214,185723,370410
/json,1184,274126,36079,312403
/json,772,131451,77824,210960
/json,923,74817,28596,105214
/json,1210,78732,33321,114518
/json,585,41423,16491,59172
/json,2114,86610,109419,199932
/json,1057,86437,27012,115687
/json,1193,90484,35773,128650
/json,1072,75501,26666,104470
/json,1269,79137,52512,134103
/json,1055,72050,27159,101465
/json,1393,103392,30981,137073
/json,1110,111896,26738,140916
/json,1272,83695,43431,129598
/json,1298,91680,30008,124486
/json,1446,70383,40341,113213
/json,1055,74484,32464,109260
/json,3365,130402,149143,284185
/json,1207,93164,32656,129188
/json,1214,93672,30563,127126
/json,1188,64007,32485,98622
/json,3004,130173,60217,194838
/json,1118,98359,27050,127770
/json,1163,82625,24978,110113
/json,1829,83033,30327,116437
/json,3882,127190,70607,203993
/json,1315,87396,48047,138033
/json,1435,88604,46688,138287
/json,1086,80490,32073,115157
/json,4078,131114,43350,181345
/json,1155,92752,33862,129248
/json,1062,79015,42234,123328
/json,780,53363,29008,84000
/json,927,57280,55827,115010
/json,798,63677,19717,85015
/json,942,83361,43618,128764
/json,659,48034,18405,67872
/json,4695,138554,107796,253862
/json,1297,89896,28377,120842
/json,3795,139941,147343,294355
/json,1083,76016,45498,123828
/json,1392,100617,55848,159640
/json,1567,84230,27051,114284
/json,1357,72285,71109,145859
/json,767,67529,43136,112281
/json,2347,132070,111197,247078
/json,1249,83462,24143,110092
/json,1869,211730,70381,286374
/json,1417,82064,227174,311735
/json,3833,140320,50385,197438
/json,1604,81748,32659,117385
/json,4001,130935,54596,190790
/json,1056,183168,23688,208862
/json,3380,131447,84222,220379
/json,1747,83921,54610,141518
/json,1751,79646,68745,151805
/json,1087,71783,27844,101727
/json,3762,138154,79616,224514
/json,1188,80338,30824,113579
/json,1677,106056,82455,192780
/json,738,59989,18721,80782
/json,1321,94158,44417,141349
/json,601,54766,17819,73808
/json,4535,143169,56951,207067
/json,999,62989,24523,89376
/json,3967,147325,57448,211183
/json,898,85267,32237,119772
/json,2805,87676,37802,130489
/json,655,47344,15868,64662
/json,3735,137545,62478,207492
/json,7213,83645,25978,118082
/json,1280,107453,76290,186087
/json,1025,60594,28522,91209
/json,4188,131969,122232,261056
/json,1057,77105,29894,109347
/json,3718,141674,116457,264876
/json,700,79418,32867,114023
/json,4147,164023,113444,284110
/json,1590,95083,29447,127667
/json,4620,134178,62627,204106
/json,1516,80445,29929,113128
/json,3999,135910,89933,233080
/json,922,68155,31250,101363
/json,3771,137044,62005,205309
/json,1056,73426,29753,105277
/json,866,56173,22799,80617
/json,1064,68477,35738,106914
/json,3750,155257,61209,222627
/json,699,45474,26914,73877
/json,2727,132516,98720,235538
/json,1172,169961,47209,219805
/json,4100,130966,63258,200982
/json,775,52258,19645,73433
/json,3521,126535,60756,192112
/json,1211,79253,44417,126078
/json,3771,130553,72604,210313
/json,1002,55138,30182,87247
/json,4076,136324,49638,193984
/json,916,71634,28984,102453
/json,3790,139349,77183,224364
/json,943,72758,24890,99676
/json,1310,87329,45055,135223
/json,998,374814,30943,407753
/json,1470,81807,36935,121429
/json,1213,81615,34174,118311
/json,1389,96071,47954,147321
/json,1408,79098,30131,112063
/json,1070,91623,42774,136666
/json,1075,69856,27448,99442
/json,2074,88138,59735,151476
/json,1102,80816,213163,296073
/json,4165,134713,112318,253840
/json,1182,73399,26927,102903
/json,3565,132081,71477,208392
/json,798,58389,22030,82124
/json,1234,121950,98094,222307
/json,1044,75399,27254,104493
/json,3196,127715,61265,193663
/json,1200,97209,28989,128618
/json,1473,74037,99388,176179
/json,1259,78014,29848,110681
/json,1092,107680,68803,178675
/json,1293,77024,26531,106072
/json,2591,134377,84437,222685
/json,1210,80656,37989,121002
/json,3109,128494,63560,196420
/json,994,90607,64686,157159
/json,5093,164258,69272,241928
/json,1310,85242,29405,117925
/json,1467,84132,46453,133448
/json,1249,102143,58972,163469
/json,1714,94034,48324,145587
/json,1791,76649,28198,107686
/json,1138,97580,41643,141508
/json,1155,65068,29578,96958
/json,4676,159538,63927,231149
/json,1281,93839,30543,127274
/json,3079,127200,134558,266052
/json,1151,86235,40258,129014
/json,1334,82743,38473,124309
/json,1073,115040,37739,155308
/json,3748,159461,61012,227242
/json,1561,80258,34636,118132
/json,1858,71479,98960,173802
/json,1240,116500,30177,149314
/json,3796,131274,87435,225201
/json,1006,406327,28959,437136
/json,2037,89866,40703,134107
/json,1410,88254,30561,121658
/json,2875,126474,102644,233324
/json,1029,104681,28942,135860
/json,1978,129263,108170,240699
/json,1338,64187,24093,90696
/json,3501,128612,75821,209194
/json,1886,66894,30274,99970
/json,4635,146738,53471,207714
/json,633,51869,14980,68446
/json,956,55348,42431,99511
/json,782,60151,29554,91205
/json,3692,129749,57264,192035
/json,817,76650,28722,107057
/json,1043,121162,120961,244171
/json,2862,104280,31277,140561
/json,3947,137301,107886,251737
/json,919,77207,33874,113101
/json,1176,87286,50214,139994
/json,1448,74899,29825,107045
/json,2926,132390,60413,197007
/json,1336,62890,23395,88518
/json,4080,130369,60162,197441
/json,1054,75806,435152,513039
/json,2871,162191,68853,235483
/json,1371,67395,25662,95536
/json,3298,130261,73753,208683
/json,959,65864,27357,95184
/json,1207,77578,44613,124481
/json,1119,79827,37918,120113
/json,1335,89236,39475,131449
/json,857,76665,27178,105637
/json,3173,108731,68979,183108
/json,1243,85324,53701,141746
/json,2017,94481,126866,225636
/json,1183,77811,29890,110281
/json,4020,131453,52668,190659
/json,1112,79594,42507,124412
/json,1364,77952,32776,113379
/json,1263,89916,46483,138702
/json,4076,139680,62108,208564
/json,1071,81110,30817,114142
/json,4299,141258,47662,195942
/json,533,44946,20001,66414
/json,2371,128729,108114,240966
/json,1283,93661,25917,122071
/json,4247,141075,67116,215506
/json,1362,91188,37436,131243
/json,1399,196014,47614,246259
/json,1112,74237,28662,105072
/json,1452,86166,46708,136188
/json,1203,73618,30831,106957
/json,3798,136351,62498,205108
/json,1179,101285,67053,170890
/json,2197,89434,54142,147069
/json,597,45542,13046,59914
/json,4114,222004,59915,289247
/json,1219,64647,28820,95780
/json,2513,129084,66090,199093
/json,1382,82854,66816,152437
/json,1307,112073,107768,222159
/json,1740,117688,36134,157349
/json,1732,135540,42954,182387
/json,950,52792,29217,83772
/json,3601,127851,46728,180591
/json,1148,83159,38640,123984
/json,4208,131569,79163,217394
/json,1202,80325,32140,115067
/json,1942,103135,106953,213270
/json,1228,85123,26356,113925
/json,3867,127694,57600,191677
/json,1246,82389,25462,110242
/json,3276,115084,61520,182715
/json,1558,76098,27888,106593
/json,1425,141367,104480,248261
/json,712,50371,31706,83573
/json,4024,134299,114261,255616
/json,661,40519,16306,58173
/json,2040,112455,111980,227791
/json,904,62497,30785,95730
/json,2368,127729,58455,189789
/json,1180,69082,30880,102255
/json,3148,176107,111003,291529
/json,1301,87902,33130,123533
/json,3791,128386,50483,185424
/json,1187,86023,27725,116282
/json,2758,151651,100802,256518
/json,999,58155,23704,83676
/json,1439,55843,48206,106775
/json,672,47639,38235,87254
/json,2801,137214,69296,210398
/json,1031,44576,25505,71970
/json,4110,142635,50071,199774
/json,1403,88031,39812,131099
/json,1536,80238,111749,194764
/json,1232,79487,30440,112654
/json,1471,172597,41616,217170
/json,1082,83529,42259,127973
/json,3716,141005,50242,197832
/json,791,80085,36239,117958
/json,3716,138622,48543,193387
/json,1454,91066,29232,123298
/json,1603,112269,55815,171113
/json,1285,139167,44844,186356
/json,4126,141497,130229,278628
/json,1264,90861,49812,143237
/json,1010,149051,104992,256306
/json,828,54959,23580,80051
/json,1784,119477,104886,227377
/json,1057,72789,30646,105532
/json,4137,178231,72407,256364
/json,1278,71786,24604,98825
/json,1524,86367,43613,132739
/json,1028,73728,27243,103101
/json,4134,128413,71072,206679
/json,1255,100763,32039,135214
/json,5156,127811,60749,196164
/json,2272,91776,25321,120538
/json,4069,130116,60227,197125
/json,1256,94593,43667,140705
/json,4283,129365,71536,207928
/json,1285,81971,25478,109937
/json,2040,86601,44461,134591
/json,1238,81595,37150,121054
/json,1011,73174,34624,110118
/json,1241,90629,27930,120883
/json,4416,139630,47706,194567
/json,1084,252631,40655,295427
/json,3814,137596,70115,214526
/json,1056,57166,22558,81661
/json,1658,92779,49030,145550
/json,793,73472,26058,101116
/json,1595,89706,53440,146699
/json,1318,81960,37748,122112
/json,4056,137073,41394,185201
/json,901,72028,28232,102161
/json,1841,69143,94775,167327
/json,1048,71966,30741,104896
/json,3716,130893,99242,235447
/json,1161,72243,41624,116191
/json,1097,117819,80103,199975
/json,1079,73835,29300,105244
/json,1235,103329,41352,147249
/json,949,64421,31495,98159
/json,4149,278018,41173,326176
/json,1153,90818,32308,125836
/json,3759,127006,57888,191388
/json,1199,78249,26663,107003
/json,2963,133504,112159,249946
/json,1095,78817,38403,119833
/json,1511,123091,50394,176957
/json,913,75668,29834,107556
/json,4187,133967,82391,223210
/json,1164,73716,48583,124636
/json,1419,114764,108054,225945
/json,1160,75611,39551,117524
/json,3908,141769,77217,225879
/json,869,63873,21594,87128
/json,891,56984,21101,79812
/json,1141,52397,30784,85059
/json,668,44230,19261,64863
/json,592,43502,15905,60563
/json,1436,53029,23404,78792
/json,767,45463,17268,64105
/json,2829,133943,105162,243366
/json,730,45998,33838,81501
/json,773,51202,19495,72169
/json,1430,67598,25355,95534
/json,654,38688,13577,53500
/json,595,33893,25350,60352
/json,1299,74590,32246,109304
/json,609,38026,16975,56670
/json,1211,160661,40093,203604
/json,1200,69624,55773,127579
/json,1712,98094,41088,143274
/json,1542,55136,27973,85823
/json,3582,125352,47198,177991
/json,1059,80078,28845,111199
/json,3983,144571,43050,194319
/json,1440,86435,42958,132231
/json,2929,128873,102290,235400
/json,1260,77027,32318,111764
/json,3987,133620,102578,243636
/json,1046,60906,55006,118067
/json,3293,100442,45804,151802
/json,1244,86999,31351,120904
/json,1143,73095,37930,113262
/json,1247,89857,32423,125236
/json,16883,253761,52193,325653
/json,1716,104455,38283,145888
/json,3035,109659,70184,184676
/json,1268,80704,27800,111029
/json,3890,127957,60676,195144
/json,1350,105516,41203,149966
/json,1447,82594,31519,116873
/json,997,59026,25466,86341
/json,2714,128791,68892,202110
/json,1148,60309,23343,85781
/json,3774,137382,90301,234454
/json,1004,70732,28216,100956
/json,1390,105581,98621,206957
/json,1139,82184,32730,117211
/json,2836,127593,40277,172029
/json,783,72833,29260,103771
/json,3953,129100,66765,202771
/json,920,72990,31738,106872
/json,2071,89010,39581,132450
/json,882,61404,21298,84420
/json,2906,107697,77808,190399
/json,1296,79429,35070,116944
/json,5047,134407,111864,254316
/json,1299,78824,193932,275215
/json,3469,139955,43050,189402
/json,1348,93443,93020,189659
/json,1319,72812,38328,113723
/json,1147,77423,51307,131649
/json,3528,128262,60628,195037
/json,1403,114584,27453,144619
/json,841,125475,45193,172493
/json,1202,75441,30946,108658
/json,3518,134011,57289,197461
/json,1418,70185,118629,192147
/json,3919,171017,51001,228483
/json,1171,71254,25357,99556
/json,4175,128495,67248,202886
/json,1151,86178,544884,633339
/json,1362,71045,49099,122647
/json,1224,79747,27738,110220
/json,3746,127308,57938,191649
/json,1085,88279,37518,127905
/json,1294,88181,42975,133572
/json,1365,80232,24791,107512
/json,1516,102718,144571,250029
/json,1299,90365,30104,123544
/json,3395,141110,60565,208008
/json,1213,94309,52053,148749
/json,4159,138967,98681,244761
/json,793,74031,45890,121815
/json,4331,167907,110607,285651
/json,1403,81653,29151,113396
/json,2249,130368,103130,237143
/json,1253,86243,51832,140633
/json,1410,77876,28253,108810
/json,1599,84562,26291,113563
/json,3123,128741,71191,204668
/json,966,70199,29069,101315
/json,3660,129250,100462,234453
/json,1380,135772,144310,282494
/json,2463,118862,51201,174858
/json,1090,79539,29023,110892
/json,3209,131369,86785,222681
/json,1100,53761,21974,77716
/json,1051,121300,98037,221468
/json,1465,90552,45815,139080
/json,3646,163485,76011,244398
/json,914,63937,25647,91405
/json,1082,139706,69593,211247
/json,1134,67392,27287,96850
/json,1192,88307,36789,127738
/json,1239,76250,51526,130224
/json,2988,134009,103176,241407
/json,861,57692,70569,129958
/json,3722,139042,81634,227126
/json,1084,73553,26816,102599
/json,1902,75181,50987,129651
/json,1312,84402,22088,108950
/json,3995,139930,60105,206751
/json,674,74832,46951,123992
/json,4057,183608,76974,267542
/json,1040,79087,26426,107556
/json,2824,129511,98910,232466
/json,947,60366,124074,186223
/json,3159,173622,57102,235098
/json,1095,68046,41776,111909
/json,4289,126418,65880,199308
/json,839,56999,87020,146160
/json,1893,72151,116938,192560
/json,1129,75119,28598,105916
/json,3533,128586,111898,245622
/json,1175,75690,26854,104798
/json,1196,95529,65125,162904
/json,1042,81031,32790,116485
/json,2574,132130,102023,238017
/json,1420,76968,35759,116112
/json,3844,222547,59614,288953
/json,887,49577,18229,69607
/json,1713,92743,49952,146620
/json,798,59028,19155,79769
/json,4094,185830,100311,293100
/json,1008,69533,26777,98284
/json,3866,131515,57715,196071
/json,1132,72299,24872,99314
/json,1103,61376,27843,91273
/json,1191,98680,26806,127855
/json,4063,128098,66801,202006
/json,966,70664,30944,103622
/json,1456,130400,50421,184522
/json,1340,87694,59135,149871
/json,3969,137012,40517,184412
/json,1072,76458,26293,104978
/json,1398,70849,58075,131502
/json,1505,79531,29606,112514
/json,4134,130352,62002,199280
/json,1064,71186,31455,104761
/json,1872,125875,46767,176943
/json,1037,79116,65751,147335
/json,3811,126980,56685,190340
/json,1110,84178,32809,119272
/json,1852,75669,99143,178282
/json,1642,87676,37844,128615
/json,1354,73243,41942,117582
/json,1299,77023,42369,121849
/json,3223,164194,66851,235885
/json,862,52479,21738,76049
/json,1711,81816,44308,129086
/json,709,41384,15920,58614
/json,1380,73163,52185,127870
/json,1127,46000,24630,72857
/json,709,61078,37620,100124
/json,1262,42805,15922,61016
/json,4177,129741,50218,186693
/json,1542,81459,45290,129501
/json,2784,133241,78074,215635
/json,1014,80280,26427,109316
/json,1414,124309,110455,237762
/json,1299,100250,28485,132038
/json,1468,90665,42275,136321
/json,1058,87195,65088,154440
/json,1333,102733,133844,239044
/json,1196,83218,30057,115620
/json,3694,127170,51922,183993
/json,1412,78056,41032,121777
/json,3197,102004,54453,160666
/json,1300,88116,25626,116142
/json,4220,136093,45409,188208
/json,983,84645,41552,128157
/json,3494,130283,102299,237512
/json,1171,73783,27421,103624
/json,2340,89975,42584,136434
/json,1555,69956,47083,120259
/json,3322,132667,115890,253284
/json,1311,86508,27940,117032
/json,3570,128372,59564,194183
/json,846,73893,106879,182602
/json,686,77258,88169,166785
/json,1186,105545,41062,149074
/json,2919,140502,77271,221919
/json,1167,68415,24607,95297
/json,1629,133224,47452,184167
/json,1399,89436,32650,125315
/json,1141,107115,101341,210604
/json,1075,73291,26308,101763
/json,3955,128978,58676,194174
/json,1169,96811,27582,126611
/json,1330,119861,105400,227663
/json,1272,73674,34349,110231
/json,2959,130524,98937,233925
/json,1138,80788,49887,133003
/json,3132,161457,58094,225382
/json,965,61844,21969,86279
/json,4322,182645,45201,234916
/json,877,64390,27210,93327
/json,1361,81700,40842,125222
/json,764,112774,35565,150353
/json,4100,256924,56894,320871
/json,1217,91428,32067,126497
/json,2767,129197,101161,234395
/json,1180,84852,26109,113240
/json,1002,131836,114416,248602
/json,1462,88056,32749,124348
/json,4647,125631,60081,193231
/json,1088,97671,28753,128551
/json,3626,130257,66048,202548
/json,1427,79213,36914,118741
/json,2744,132552,108984,245634
/json,1296,72002,29274,103549
/json,2926,129948,58114,192261
/json,1307,77864,52672,133085
/json,4018,132101,60530,199422
/json,751,93948,37939,133374
/json,1561,86661,43995,133659
/json,1760,134933,31249,170348
/json,3047,129719,63983,198033
/json,1177,71731,30268,104334
/json,1369,87897,41506,132269
/json,716,54718,23887,80412
/json,1939,97629,42450,143632
/json,1100,66520,25592,94342
/json,1691,71515,57389,132253
/json,855,45425,20533,67435
/json,1719,99626,46688,149676
/json,1094,39160,19862,60673
/json,2946,131587,102281,238241
/json,1481,82298,38673,123606
/json,3742,180048,114269,300822
/json,1207,70644,31213,104236
/json,3844,138605,42949,187768
/json,1288,77160,50453,130201
/json,1438,87130,41497,131284
/json,1222,73918,31096,107363
/json,1533,73907,66201,142930
/json,983,95857,30520,128853
/json,4140,140182,116609,264046
/json,1140,77049,26130,105581
/json,1950,74539,93355,171312
/json,841,46485,28582,76509
/json,4161,136964,43280,187384
/json,800,44706,19202,65355
/json,2843,159393,55546,219257
/json,2131,189632,32574,226036
/json,3775,127356,61723,195998
/json,814,72535,30929,105066
/json,1119,63769,34498,100510
/json,1230,104253,36805,143468
/json,3640,131581,63448,201079
/json,1134,83254,33074,118613
/json,1748,464607,43933,511706
/json,678,94354,28246,124538
/json,4697,138234,74562,220023
/json,979,75189,28138,105381
/json,2806,136046,120521,261035
/json,1835,78914,34234,116102
/json,1655,124502,99919,226942
/json,1558,81375,33038,117491
/json,2619,117912,51082,172795
/json,1287,86413,27399,116445
/json,3639,138555,47974,192980
/json,1182,80371,30745,113623
/json,3743,101398,74433,181865
/json,800,51785,21364,74740
/json,1360,91045,106920,200600
/json,1156,82960,49736,135256
/json,1564,86907,54823,144525
/json,1018,75757,28386,106357
/json,1237,83507,43458,129464
/json,1040,63763,30964,96733
/json,2628,128823,54940,187631
/json,1378,79257,33299,115097
/json,1794,107078,107313,217351
/json,1038,92247,43817,137954
/json,3782,130982,57790,195023
/json,953,77022,33777,112573
/json,3733,129721,64605,201115
/json,1246,96153,33462,132126
/json,4496,131062,71735,210022
/json,1109,78533,33884,114985
/json,3275,130093,101296,236410
/json,1236,104846,25463,133407
/json,3934,173031,113636,293623
/json,1516,88210,28826,119855
/json,4416,143515,66304,217014
/json,755,57870,103784,163204
/json,3747,127819,65355,200007
/json,1186,80460,47369,130190
/json,3127,150943,73037,228477
/json,1093,75603,28387,106297
/json,4255,135515,45366,187960
/json,1384,81441,26772,110720
/json,1553,86813,38950,128616
/json,688,73212,29081,103921
/json,1451,79298,56230,138124
/json,997,59856,26954,88653
/json,2960,128371,77039,209601
/json,594,57437,22782,81862
/json,1468,94119,57525,154552
/json,823,61249,19949,83111
/json,2691,128743,53249,185965
/json,904,58973,24483,85732
/json,2065,78200,69772,151659
/json,1218,112791,53140,168354
/json,3143,128743,50252,183599
/json,1365,70163,29911,102574
/json,2226,88838,41124,133650
/json,950,65643,37204,104787
/json,1241,84543,36573,123552
/json,763,69925,30229,101626
/json,1519,86255,40150,129107
/json,584,38069,16765,55970
/json,1029,63702,33103,98939
/json,1051,95687,44109,142016
/json,1426,75814,29719,108411
/json,1318,73450,30636,106416
/json,3610,159931,51169,215664
/json,1771,75610,34552,112982
/json,1223,84265,170120,256675
/json,981,67612,29158,98809
/json,1054,81079,37188,120323
/json,1024,79671,40125,121711
/json,863,128214,1170631,1301298
/json,1720,396620,33202,432625
/json,3632,131132,55565,192963
/json,1374,73465,55754,131792
/json,1540,110153,30363,143541
/json,942,62766,24110,88734
/json,1473,87310,40859,131009
/json,1154,85484,27729,115602
/json,1710,108152,29315,140487
/json,1182,82590,34778,119682
/json,3359,107102,45968,158652
/json,2447,112924,40255,157807
/json,1070,83890,48388,134664
/json,845,73074,53397,128432
/json,1431,94316,52394,149828
/json,1055,86018,27604,115823
/json,1414,1297535,39036,1339330
/json,2215,106795,70977,181820
/json,1301,130972,101049,234468
/json,1636,125955,35755,164603
/json,3703,132062,49005,187547
/json,1254,68636,27757,98656
/json,3943,132319,62168,201006
/json,849,223580,23012,248259
/json,1629,89751,44339,136873
/json,1063,58276,20201,80366
/json,3778,131539,55528,193750
/json,1529,78506,31032,112303
/json,736,128366,52522,182569
/json,853,48591,19057,69253
/json,3752,134825,54190,195321
/json,1508,65630,44696,112836
/json,2821,129529,60899,194651
/json,1399,66725,21329,90955
/json,2277,85991,33827,123847
/json,1209,84396,30337,117066
/json,4442,140477,110264,257971
/json,1030,58945,22344,83576
/json,4796,129044,79768,216914
/json,1433,869396,38519,910946
/json,1789,94674,86716,184484
/json,1322,65319,27822,95313
/json,1277,122069,115475,239873
/json,892,96282,29794,127929
/json,3861,132924,113093,251220
/json,1169,79080,28205,110209
/json,1225,93167,55003,150524
/json,1030,96435,395320,493984
/json,1358,122847,275436,400785
/json,1297,83447,33715,119579
/json,1066,83107,57738,143453
/json,1080,94618,39752,137177
/json,3846,127355,62392,196360
/json,989,79258,28484,109954
/json,4012,138890,86851,232540
/json,1075,72799,28655,103640
/json,3308,131287,125143,261132
/json,1138,82615,37986,123115
/json,1491,79591,32440,114718
/json,1064,75839,30076,108359
/json,1288,77465,36581,116579
/json,936,78303,27101,107291
/json,1258,84676,47028,134344
/json,1015,79480,43435,125008
/json,1533,98800,37531,139271
/json,967,60980,24347,87452
/json,1466,74720,71103,148390
/json,893,57384,24351,83484
/json,3863,145004,65499,217234
/json,794,71292,20461,93775
/json,3531,137297,36830,180961
/json,1165,64987,27088,94376
/json,2485,135209,139009,277953
/json,1183,81550,26757,110605
/json,1194,100824,56321,159505
/json,1393,81088,35514,119390
/json,1327,74875,62902,140462
/json,819,55258,28607,85422
/json,25055,133964,58265,219940
/json,915,73931,27815,103740
/json,1704,89429,40692,133181
/json,1427,81172,28485,112176
/json,4216,129296,56810,193220
/json,1039,65416,26948,94356
/json,1357,77158,42069,121898
/json,1855,119618,35473,158655
/json,1192,120694,65251,188101
/json,1321,88956,29593,121552
/json,3259,131176,74728,210461
/json,560,55614,24612,81390
/json,1590,104102,44681,151765
/json,2993,82384,33185,119709
/json,2770,130526,138854,273460
/json,993,1230561,41811,1274434
/json,4138,137555,67705,212643
/json,962,113025,33735,149046
/json,2968,137051,104025,245295
/json,1285,78602,28684,109768
/json,1043,118122,103248,223390
/json,1175,87678,129985,220445
/json,1226,77391,34177,113956
/json,1037,82054,43700,128109
/json,1378,90263,41990,134954
/json,1404,74193,28849,105512
/json,1083,191765,70801,264624
/json,1200,75795,31198,109235
/json,1641,75397,70466,149040
/json,1225,88192,27597,118115
/json,3746,143784,95360,245397
/json,878,73839,29149,104763
/json,3754,242830,38235,287446
/json,1222,72274,40431,114936
/json,3668,154103,70172,230401
/json,1325,85998,38590,127393
/json,1471,101439,51939,156867
/json,1164,75752,39838,117897
/json,1613,117350,46998,167412
/json,1241,92667,87728,182807
/json,1871,108712,39673,151736
/json,1213,64230,27012,93734
/json,2149,94198,63880,162456
/json,1130,98999,34818,136029
/json,3442,130830,53951,191070
/json,1923,93368,30061,127351
/json,4244,134464,65722,207026
/json,1275,77243,28979,108856
/json,3670,128031,125414,260103
/json,1194,105697,40444,148443
/json,4177,158715,126419,291959
/json,1919,105280,33013,142287
/json,3490,128587,79776,213130
/json,1264,73632,32094,108136
/json,3806,131083,71296,208853
/json,873,74738,35202,111666
/json,3170,132015,100862,237332
/json,1383,78160,49047,129749
/json,1368,75286,43824,122150
/json,1175,73783,31007,106851
/json,1116,109084,57083,168382
/json,1402,80850,31388,114862
/json,1466,74996,34318,111888
/json,1179,84439,28813,115690
/json,4228,137993,38138,182893
/json,1186,64112,32603,99085
/json,1547,100754,76868,182306
/json,1311,78161,31260,112034
/json,3736,139051,77673,223547
/json,1199,79215,31845,113403
/json,1999,86597,126426,216256
/json,1030,74165,29569,105830
/json,2641,128583,110089,242719
/json,1448,84192,27034,113642
/json,3923,173050,78922,258743
/json,1239,129276,28833,160608
/json,2052,81236,61261,146088
/json,1319,85276,44592,132935
/json,1153,80064,35887,118232
/json,915,62328,33451,97558
/json,4259,138639,80524,226992
/json,917,47950,16619,66305
/json,4301,142919,69090,218662
/json,1116,80247,32468,115036
/json,2568,129403,114053,247295
/json,997,68175,34747,105125
/json,3298,151223,67685,223503
/json,1289,86747,27261,116743
/json,1315,89688,35598,127887
/json,2078,75841,30669,110125
/json,5629,134653,214983,357795
/json,1122,89384,42452,134253
/json,1586,95453,43403,142016
/json,1806,86400,29239,118594
/json,1111,87706,37700,127632
/json,1387,121441,31881,155988
/json,1098,122119,135484,259936
/json,1378,110733,31281,145099
/json,2240,85516,44341,133146
/json,1182,126705,29413,158525
/json,1038,56294,79987,138205
/json,924,46136,19809,67605
/json,4337,141381,63865,212111
/json,554,54312,20586,76274
/json,2238,101917,93804,199329
/json,1647,79759,39496,122028
/json,3847,155515,57249,217921
/json,1292,92222,34469,129335
/json,1769,97783,50276,151717
/json,1227,78567,49411,130643
/json,3814,173231,72219,252195
/json,1303,90012,30956,123369
/json,3367,129306,104536,238453
/json,1139,536043,32847,571359
/json,4157,224539,65871,297272
/json,1198,71805,28271,102351
/json,4077,141301,41813,190469
/json,1120,78452,31515,112239
/json,3631,134905,241893,381760
/json,1202,73366,30375,106071
/json,3815,124728,69442,200644
/json,1099,82870,61703,147330
/json,3896,157736,101399,265945
/json,1258,93581,33033,129154
/json,3399,125627,61516,191684
/json,967,164474,76993,243406
/json,1280,68966,92717,164052
/json,1061,77939,47132,127368
/json,4325,128964,80681,216662
/json,1139,101916,31046,135180
/json,1198,113824,90913,207274
/json,1041,85890,24660,112653
/json,3908,161732,111005,279386
/json,1145,66676,27172,96059
/json,3768,127351,62086,195775
/json,1456,79020,32492,114118
/json,3441,127809,65258,197664
/json,1321,92039,57901,152774
/json,3742,127862,56577,190817
/json,1160,274110,37948,314418
/json,975,71185,31276,105140
/json,987,57585,21998,81430
/json,2847,132631,98807,235605
/json,1302,195571,53806,251867
/json,2987,102554,48184,156209
/json,829,79455,26882,108131
/json,3842,138065,85737,230254
/json,1185,64919,27403,94646
/json,4425,127442,77807,212494
/json,1143,91524,50558,144346
/json,1717,88361,97862,189461
/json,1185,86123,31571,120188
/json,2889,154742,62575,221485
/json,838,53984,20330,76004
/json,1614,81057,36055,119983
/json,1094,73369,25161,100641
/json,3320,128421,98841,231869
/json,1407,92637,109663,205167
/json,1363,71905,43985,118369
/json,1105,86737,25112,114014
/json,853,128407,102169,232404
/json,1560,112378,50103,165839
/json,3037,85742,50735,140574
/json,777,89317,28835,119855
/json,3984,165339,74044,245963
/json,1299,80406,40231,123133
/json,1305,83418,38802,124918
/json,1270,68112,27476,98079
/json,1630,78668,45113,126916
/json,1819,127279,31008,162096
/json,4060,171867,103163,281706
/json,1144,82668,48560,133531
/json,4131,134188,68680,209825
/json,1347,65872,24722,92912
/json,3320,129310,102044,236163
/json,1185,68573,25644,96453
/json,3633,130953,71730,209043
/json,1089,89203,32625,123976
/json,1413,104705,40497,147627
/json,1082,79067,28529,109846
/json,1695,82335,36271,121505
/json,660,49916,15895,67133
/json,1004,101735,97551,201351
/json,1018,63636,21114,86674
/json,770,59161,30604,91772
/json,1155,79940,23498,105722
/json,3638,128308,57686,190839
/json,1541,77671,29746,110119
/json,1436,79964,71271,153809
/json,1273,86210,30236,119003
/json,3898,255642,51911,314179
/json,1072,102105,33506,137951
/json,3624,148713,57122,210652
/json,1506,75660,35812,114033
/json,1139,103865,73633,179819
/json,1028,84229,46288,132767
/json,6321,129922,68639,208058
/json,1054,82022,26326,111201
/json,3547,134766,57171,197868
/json,1067,101252,29749,133246
/json,3834,134217,60281,200963
/json,1389,98327,27792,128667
/json,1718,269768,31509,304444
/json,1188,86864,35890,125004
/json,2920,124483,91911,221805
/json,1522,67111,23663,93540
/json,2109,87428,44223,135496
/json,1182,77001,29019,108265
/json,1481,84125,37302,124644
/json,1076,66316,21799,90307
/json,1348,87244,110106,201798
/json,1054,79549,33642,115167
/json,3103,130429,51417,186152
/json,848,81098,27610,110622
/json,1254,123906,102992,229351
/json,1713,83043,24095,110078
/json,1283,77425,29453,109395
/json,790,57925,21168,80975
/json,4731,131658,306706,445683
/json,1111,70130,29278,101454
